state,state_abbr,year,direction,visa_group,migration_count,plot_value
Australian Capital Territory,ACT,2018-19,Departures,Student - VET,110,-110
Australian Capital Territory,ACT,2019-20,Departures,Student - VET,180,-180
Australian Capital Territory,ACT,2020-21,Departures,Student - VET,120,-120
Australian Capital Territory,ACT,2021-22,Departures,Student - VET,80,-80
Australian Capital Territory,ACT,2022-23,Departures,Student - VET,50,-50
Australian Capital Territory,ACT,2023-24,Departures,Student - VET,80,-80
Australian Capital Territory,ACT,2004-05,Departures,Student - higher education,170,-170
Australian Capital Territory,ACT,2005-06,Departures,Student - higher education,250,-250
Australian Capital Territory,ACT,2006-07,Departures,Student - higher education,340,-340
Australian Capital Territory,ACT,2007-08,Departures,Student - higher education,320,-320
Australian Capital Territory,ACT,2008-09,Departures,Student - higher education,350,-350
Australian Capital Territory,ACT,2009-10,Departures,Student - higher education,580,-580
Australian Capital Territory,ACT,2010-11,Departures,Student - higher education,790,-790
Australian Capital Territory,ACT,2011-12,Departures,Student - higher education,1020,-1020
Australian Capital Territory,ACT,2012-13,Departures,Student - higher education,1090,-1090
Australian Capital Territory,ACT,2013-14,Departures,Student - higher education,1020,-1020
Australian Capital Territory,ACT,2014-15,Departures,Student - higher education,840,-840
Australian Capital Territory,ACT,2015-16,Departures,Student - higher education,840,-840
Australian Capital Territory,ACT,2016-17,Departures,Student - higher education,990,-990
Australian Capital Territory,ACT,2017-18,Departures,Student - higher education,1250,-1250
Australian Capital Territory,ACT,2018-19,Departures,Student - higher education,1750,-1750
Australian Capital Territory,ACT,2019-20,Departures,Student - higher education,2480,-2480
Australian Capital Territory,ACT,2020-21,Departures,Student - higher education,1420,-1420
Australian Capital Territory,ACT,2021-22,Departures,Student - higher education,440,-440
Australian Capital Territory,ACT,2022-23,Departures,Student - higher education,270,-270
Australian Capital Territory,ACT,2023-24,Departures,Student - higher education,840,-840
Australian Capital Territory,ACT,2004-05,Departures,Student - other,350,-350
Australian Capital Territory,ACT,2005-06,Departures,Student - other,450,-450
Australian Capital Territory,ACT,2006-07,Departures,Student - other,360,-360
Australian Capital Territory,ACT,2007-08,Departures,Student - other,410,-410
Australian Capital Territory,ACT,2008-09,Departures,Student - other,450,-450
Australian Capital Territory,ACT,2009-10,Departures,Student - other,450,-450
Australian Capital Territory,ACT,2010-11,Departures,Student - other,450,-450
Australian Capital Territory,ACT,2011-12,Departures,Student - other,530,-530
Australian Capital Territory,ACT,2012-13,Departures,Student - other,500,-500
Australian Capital Territory,ACT,2013-14,Departures,Student - other,590,-590
Australian Capital Territory,ACT,2014-15,Departures,Student - other,620,-620
Australian Capital Territory,ACT,2015-16,Departures,Student - other,620,-620
Australian Capital Territory,ACT,2016-17,Departures,Student - other,570,-570
Australian Capital Territory,ACT,2017-18,Departures,Student - other,420,-420
Australian Capital Territory,ACT,2018-19,Departures,Student - other,520,-520
Australian Capital Territory,ACT,2019-20,Departures,Student - other,610,-610
Australian Capital Territory,ACT,2020-21,Departures,Student - other,380,-380
Australian Capital Territory,ACT,2021-22,Departures,Student - other,240,-240
Australian Capital Territory,ACT,2022-23,Departures,Student - other,270,-270
Australian Capital Territory,ACT,2023-24,Departures,Student - other,310,-310
